person,age,country,education,diet_restriction,diet_goal,cooking_exp,eating_habits,gender,recipe_name,user_id,recipe_id
5187,b25_35,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,California Grilled Veggie Sandwich,5187,37
5188,b45_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Spinach Tomato Tortellini,5188,165
5189,b25_35,GB,Doctorate,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Souvlaki,5189,159
5190,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Asian Salmon,5190,4
5191,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Chicken with Asparagus and Roasted Red Peppers,5191,53
5192,b18_24,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Shoyu Chicken,5192,146
5193,b25_35,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Sarge's EZ Pulled Pork BBQ,5193,141
5194,b35_45,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Spinach and Feta Pita Bake,5194,166
5195,b35_45,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Souvlaki,5195,159
5196,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Linguine Pasta with Shrimp and Tomatoes,5196,107
5197,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Chili Rellenos Casserole,5197,54
5198,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Cajun Chicken Pasta,5198,36
5199,b35_45,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Cajun Chicken Pasta,5199,36
6208,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slow Cooker Ham,6208,155
6207,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Chef John's Italian Meatballs,6207,40
6206,bover_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,World's Best Lasagna,6206,186
6205,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,World's Best Lasagna,6205,186
6204,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Penne and Vodka Sauce,6204,117
6203,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Taqueria Style Tacos - Carne Asada,6203,176
6202,b25_35,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Alfredo Mostaccioli,6202,0
6201,b45_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Asian Salmon,6201,4
6200,b18_24,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Bronco Burger,6200,34
6198,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Cucumber Sandwiches III,6198,64
6197,b45_55,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Garden Veggie Pizza Squares,6197,76
6196,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Zippy Summer Shrimp,6196,188
6195,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,BBQ Glazed Homemade Meatballs,6195,7
6194,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,BBQ Glazed Homemade Meatballs,6194,7
6193,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Cajun Chicken Pasta,6193,36
6192,b25_35,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Ricotta Gnocchi,6192,131
6191,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,World's Best Lasagna,6191,186
6190,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Szechwan Shrimp,6190,173
6189,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Chicken Makhani (Indian Butter Chicken),6189,46
6188,b25_35,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Chicken Chimichangas,6188,42
6187,b25_35,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Slider-Style Mini Burgers,6187,151
6186,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Angela's Awesome Enchiladas,6186,1
6185,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Real Italian Calzones,6185,129
6184,b45_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Alfredo Mostaccioli,6184,0
6183,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,refuse_to_disc,Brisket with BBQ Sauce,6183,32
6182,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Fish Tacos,6182,73
6181,b45_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Chicken Makhani (Indian Butter Chicken),6181,46
6180,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Chicken Makhani (Indian Butter Chicken),6180,46
6179,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Spinach and Mushroom Quesadillas,6179,168
6178,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Chef John's Italian Meatballs,6178,40
6177,b18_24,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,BBQ Glazed Homemade Meatballs,6177,7
6176,b18_24,GB,Not,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Mini Ham And Cheese Rolls,6176,114
6175,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Garden Veggie Pizza Squares,6175,76
6174,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Chef John's Italian Meatballs,6174,40
6173,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Anna's Amazing Easy Pleasy Meatballs over Buttered Noodles,6173,2
6172,bover_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,BBQ Glazed Homemade Meatballs,6172,7
6171,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Pork Chalupas,6171,122
6170,bover_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slider-Style Mini Burgers,6170,151
6169,b45_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,To Die For Fettuccine Alfredo,6169,181
6168,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Garden Veggie Pizza Squares,6168,76
6167,b18_24,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Grilled Salmon II,6167,89
6166,b35_45,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Szechwan Shrimp,6166,173
6165,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,World's Best Lasagna,6165,186
6164,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Slow Cooked Corned Beef for Sandwiches,6164,153
6163,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slider-Style Mini Burgers,6163,151
6162,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Salmon Cakes II,6162,138
6161,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Bronco Burger,6161,34
6160,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Baked Salmon Fillets Dijon,6160,14
6159,b18_24,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,World's Best Lasagna,6159,186
6158,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Chef John's Italian Meatballs,6158,40
6157,bover_55,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Cajun Chicken Pasta,6157,36
6156,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Ultimate Shrimp Scampi,6156,184
6155,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Real Italian Calzones,6155,129
6154,b25_35,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Broiled Tilapia Parmesan,6154,33
6153,b25_35,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,World's Best Lasagna,6153,186
6152,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Classic Cuban Midnight (Medianoche) Sandwich,6152,59
6151,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Angela's Awesome Enchiladas,6151,1
6150,b25_35,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Rosemary Ranch Chicken Kabobs,6150,137
6149,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Penne and Vodka Sauce,6149,117
6148,b18_24,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,World's Best Lasagna,6148,186
8144,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Slow Cooker Ham,8144,155
8145,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Broiled Tilapia Parmesan,8145,33
8146,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,World's Best Lasagna,8146,186
8147,b25_35,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Awesome Slow Cooker Pot Roast,8147,6
8148,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,BBQ Glazed Homemade Meatballs,8148,7
8149,b18_24,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,World's Best Lasagna,8149,186
8150,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,refuse_to_disc,Slow Cooked Corned Beef for Sandwiches,8150,153
8151,b45_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Zippy Summer Shrimp,8151,188
8152,b35_45,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Anna's Amazing Easy Pleasy Meatballs over Buttered Noodles,8152,2
8153,b35_45,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Fish Tacos,8153,73
8154,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,World's Best Lasagna,8154,186
8155,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Pizza Without the Red Sauce,8155,121
8156,b45_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Linda's Lasagna,8156,106
8157,b45_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Cajun Chicken Pasta,8157,36
8158,b45_55,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Slider-Style Mini Burgers,8158,151
8159,b45_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Red Lentil Curry,8159,130
8160,b45_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,World's Best Lasagna,8160,186
8161,b45_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,BBQ Glazed Homemade Meatballs,8161,7
8162,b35_45,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slow Cooker Ham,8162,155
8163,b35_45,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Pizza Without the Red Sauce,8163,121
8164,b45_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Garden Veggie Pizza Squares,8164,76
8165,bover_55,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Kalua Pig in a Slow Cooker,8165,101
8166,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slider-Style Mini Burgers,8166,151
8167,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slider-Style Mini Burgers,8167,151
8168,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,BBQ Glazed Homemade Meatballs,8168,7
8169,b35_45,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Pizza On The Grill I,8169,120
8170,b25_35,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,refuse_to_disc,Fish Tacos,8170,73
8171,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,BBQ Glazed Homemade Meatballs,8171,7
8172,b45_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slider-Style Mini Burgers,8172,151
8173,b45_55,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Angela's Awesome Enchiladas,8173,1
8174,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Chef John's Italian Meatballs,8174,40
8175,b45_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Manicotti Alla Romana,8175,109
8176,b18_24,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,refuse_to_disc,Taqueria Style Tacos - Carne Asada,8176,176
8177,bover_55,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,refuse_to_disc,Easy Herb Roasted Turkey,8177,69
8178,b35_45,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Slow Cooked Corned Beef for Sandwiches,8178,153
8179,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Pizza Without the Red Sauce,8179,121
8180,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slider-Style Mini Burgers,8180,151
8181,bover_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slider-Style Mini Burgers,8181,151
8182,b18_24,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Szechwan Shrimp,8182,173
8183,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Taqueria Style Tacos - Carne Asada,8183,176
8184,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Manicotti Alla Romana,8184,109
8185,b18_24,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Spinach and Mushroom Quesadillas,8185,168
8186,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Chipotle Crusted Pork Tenderloin,8186,55
8187,b35_45,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slow Cooked Corned Beef for Sandwiches,8187,153
8188,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,World's Best Lasagna,8188,186
8189,b25_35,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Zippy Summer Shrimp,8189,188
8190,b45_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Awesome Slow Cooker Pot Roast,8190,6
8191,b18_24,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Garden Veggie Pizza Squares,8191,76
8192,b25_35,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slow Cooked Corned Beef for Sandwiches,8192,153
8193,b35_45,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Scott Hibb's Amazing Whisky Grilled Baby Back Ribs,8193,143
8194,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Indian Chicken Curry (Murgh Kari),8194,96
8195,b25_35,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Szechwan Shrimp,8195,173
8196,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Black Bean and Rice Enchiladas,8196,25
8197,b18_24,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Salmon with Brown Sugar Glaze,8197,139
8198,b45_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Taco Pizza,8198,174
8199,b45_55,GB,MSc,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Pizza On The Grill I,8199,120
8200,b45_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Garden Veggie Pizza Squares,8200,76
8201,bover_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Chef John's Italian Meatballs,8201,40
8202,bover_55,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Slow Cooked Corned Beef for Sandwiches,8202,153
8203,b25_35,GB,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Female,Garlic Prime Rib,8203,78
8204,b45_55,GB,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Slider-Style Mini Burgers,8204,151
14275,b35_45,US,BA,['No dietary restrictions'],['No goals'],Low,Unhealthy,Male,Ray's Chicken,14275,128
14276,b25_35,US,High_school,['No dietary restrictions'],"['Eat less salt', 'Eat less sugar', 'Eat more fruit', 'Eat more protein', 'Eat more vegetables']",Medium,Neither_healthy_no_unhealthy,Male,Sarge's EZ Pulled Pork BBQ,14276,141
14277,b35_45,US,BA,['No dietary restrictions'],['Lose weight'],Low,Neither_healthy_no_unhealthy,Male,Bow Ties with Sausage' Tomatoes and Cream,14277,28
14278,b25_35,US,High_school,['No dietary restrictions'],['No goals'],High,Neither_healthy_no_unhealthy,Male,Scott Hibb's Amazing Whisky Grilled Baby Back Ribs,14278,143
14280,b25_35,US,BA,['No dietary restrictions'],['Eat more fruit'],High,Healthy,Female,Pizza Without the Red Sauce,14280,121
14281,b35_45,US,BA,['No dietary restrictions'],"['Eat less salt', 'Eat less sugar', 'Eat more vegetables']",High,Healthy,Male,Cajun Chicken Pasta,14281,36
14282,b45_55,US,BA,['No dietary restrictions'],['Lose weight'],Medium,Healthy,Female,California Grilled Veggie Sandwich,14282,37
14284,b18_24,US,BA,['Vegetarian'],"['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Healthy,Female,Coconut Shrimp I,14284,60
14285,bover_55,US,BA,['No dietary restrictions'],"['Eat less salt', 'Eat more fruit', 'Eat more vegetables', 'Lose weight']",High,Neither_healthy_no_unhealthy,Male,Chipotle Shrimp Tacos,14285,56
14287,bover_55,US,BA,['No dietary restrictions'],['Eat more vegetables'],Medium,Neither_healthy_no_unhealthy,Female,Margarita Grilled Shrimp,14287,111
14290,b25_35,US,High_school,"['Halal', ' Lactose intolerance', ' Vegetarian']","['Eat less salt', 'Eat more fruit', 'Eat more vegetables']",High,Healthy,Male,Bacon Jack Chicken Sandwich,14290,11
14293,b45_55,US,BA,['Diabetes'],['Lose weight'],Medium,Healthy,Male,Simple Carnitas,14293,149
14294,bover_55,US,MSc,['No dietary restrictions'],['Lose weight'],Medium,Neither_healthy_no_unhealthy,Male,G's Flank Steak Marinade,14294,75
14295,b25_35,US,BA,['No dietary restrictions'],['No goals'],Medium,Neither_healthy_no_unhealthy,Male,Foolproof Rib Roast,14295,74
14296,b45_55,US,High_school,"['Diabetes', ' Lactose intolerance']",['Eat less sugar'],High,Healthy,Female,Chicken Asparagus Roll-Ups,14296,41
14297,b18_24,US,MSc,['Vegetarian'],['Eat less sugar'],Very_Low,Very_Healthy,Female,Spinach and Feta Turkey Burgers,14297,167
14324,b45_55,US,MSc,"['Lactose intolerance', ' Pescatarian', ' Vegetarian']","['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Healthy,Male,Goat Cheese and Spinach Turkey Burgers,14324,81
14326,b25_35,US,BA,['No dietary restrictions'],['No goals'],Very High,Very_Healthy,Male,Marinated Grilled Shrimp,14326,112
14327,b45_55,US,MSc,['No dietary restrictions'],"['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",Medium,Neither_healthy_no_unhealthy,Female,Italian Subs - Restaurant Style,14327,98
14328,b45_55,US,MSc,"['Gluten free', ' Halal', ' Pescatarian']","['Eat more fruit', 'Eat more vegetables']",High,Healthy,Female,Simple Carnitas,14328,149
14329,b45_55,US,BA,['No dietary restrictions'],"['Eat less salt', 'Eat more fruit', 'Eat more vegetables', 'Lose weight']",Medium,Very_Healthy,Male,Hearty Vegetable Lasagna,14329,92
14330,b45_55,AX,MSc,"['Diabetes', ' Gluten free', ' Halal', ' Kosher', ' Pescatarian', ' Vegetarian']","['Eat less salt', 'Eat less sugar', 'Eat more protein', 'Gain weight']",Low,Unhealthy,Female,Farmer's Market Vegetarian Quesadillas,14330,70
14331,b45_55,US,MSc,['No dietary restrictions'],['Lose weight'],Medium,Healthy,Female,Marinated Grilled Shrimp,14331,112
14332,b45_55,US,BA,['No dietary restrictions'],['No goals'],High,Healthy,Male,Dee's Roast Pork for Tacos,14332,65
14333,b45_55,US,BA,['Vegetarian'],"['Eat less salt', 'Eat less sugar', 'Eat more fruit', 'Eat more protein', 'Eat more vegetables', 'Lose weight']",Very High,Healthy,Male,Souvlaki,14333,159
14334,b35_45,US,BA,['No dietary restrictions'],"['Eat less sugar', 'Eat more vegetables']",High,Healthy,Female,Jalapeno Chicken II,14334,99
14336,b35_45,US,BA,"['Gluten free', ' Vegetarian']","['Eat less sugar', 'Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Very_Healthy,Male,Farmer's Market Vegetarian Quesadillas,14336,70
14337,b45_55,US,BA,['Vegetarian'],['Eat less sugar'],High,Healthy,Female,Garden Veggie Pizza Squares,14337,76
14338,b45_55,US,MSc,"['No dietary restrictions', ' Gluten free', ' Kosher']","['Eat less sugar', 'Eat more protein']",Medium,Healthy,Female,Kickin' London Broil with Bleu Cheese Butter,14338,103
14340,b45_55,US,MSc,"['Lactose intolerance', ' Pescatarian', ' Vegetarian']","['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Very_Healthy,Female,Cajun Chicken Pasta,14340,36
14343,b45_55,US,BA,"['Gluten free', ' Halal', ' Kosher', ' Vegetarian']","['Eat less sugar', 'Eat more fruit', 'Eat more protein']",High,Healthy,Female,Italian Subs - Restaurant Style,14343,98
14344,b25_35,US,BA,['Vegetarian'],"['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Very_Healthy,Male,Grilled Sausage with Potatoes and Green Beans,14344,90
14346,b45_55,US,MSc,['Lactose intolerance'],['Eat more fruit'],Medium,Neither_healthy_no_unhealthy,Female,Baked Teriyaki Chicken,14346,15
14347,b45_55,US,MSc,"['Pescatarian', ' Vegetarian']","['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Very_Healthy,Male,Juicy Lucy Burgers,14347,100
14348,b45_55,US,MSc,['Diabetes'],"['Eat less salt', 'Eat less sugar']",Medium,Healthy,Male,Charley's Slow Cooker Mexican Style Meat,14348,39
14349,b45_55,US,MSc,['Diabetes'],"['Eat less salt', 'Eat less sugar']",Medium,Healthy,Female,Spinach Cheese Manicotti,14349,163
14350,b35_45,US,BA,['Vegetarian'],['Lose weight'],High,Very_Healthy,Female,Simple Carnitas,14350,149
14351,b45_55,US,BA,['Diabetes'],['No goals'],Medium,Neither_healthy_no_unhealthy,Male,Roast Sticky Chicken-Rotisserie Style,14351,133
14352,b35_45,US,BA,['Vegetarian'],['Eat more fruit'],High,Healthy,Male,Kathy's Roast and Vegetables,14352,102
14353,b25_35,US,BA,"['Gluten free', ' Vegetarian']",['Gain weight'],High,Healthy,Female,Spinach and Feta Turkey Burgers,14353,167
14354,b45_55,US,MSc,"['Lactose intolerance', ' Vegetarian']","['Eat less sugar', 'Eat more fruit', 'Eat more protein', 'Eat more vegetables']",Medium,Neither_healthy_no_unhealthy,Female,Tomato Bacon Grilled Cheese,14354,182
14355,b25_35,US,BA,['Diabetes'],['No goals'],High,Neither_healthy_no_unhealthy,Female,Easy Herb Roasted Turkey,14355,69
14356,b25_35,US,MSc,['Vegetarian'],['Eat more fruit'],Very High,Very_Healthy,Male,Pizza On The Grill I,14356,120
14357,b45_55,US,MSc,"['Pescatarian', ' Vegetarian']","['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Very_Healthy,Female,Spinach and Feta Turkey Burgers,14357,167
14358,b35_45,US,High_school,['No dietary restrictions'],"['Eat more protein', 'Eat more vegetables']",Medium,Unhealthy,Male,Kickin' London Broil with Bleu Cheese Butter,14358,103
14360,b45_55,US,BA,"['Halal', ' Kosher', ' Lactose intolerance', ' Pescatarian']","['Eat more fruit', 'Eat more protein']",High,Very_Healthy,Female,Italian Subs - Restaurant Style,14360,98
14361,b45_55,US,MSc,"['Lactose intolerance', ' Pescatarian', ' Vegetarian']","['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Healthy,Male,Grilled Tilapia with Mango Salsa,14361,91
14362,b35_45,US,BA,['No dietary restrictions'],"['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",Medium,Healthy,Male,Chicken Marsala Florentine,14362,47
14363,b25_35,US,BA,['No dietary restrictions'],['No goals'],Low,Neither_healthy_no_unhealthy,Male,Foolproof Rib Roast,14363,74
14364,b35_45,US,MSc,"['Lactose intolerance', ' Pescatarian']","['Eat less salt', 'Eat more fruit', 'Eat more vegetables']",High,Healthy,Female,Simple Carnitas,14364,149
14365,b35_45,US,BA,['Diabetes'],['Eat less sugar'],Medium,Healthy,Male,Crispy Fried Chicken,14365,61
14367,b25_35,US,BA,"['Diabetes', ' Lactose intolerance', ' Pescatarian']","['Eat less salt', 'Eat less sugar', 'Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Healthy,Female,Bacon Jack Chicken Sandwich,14367,11
14370,b45_55,US,MSc,['Diabetes'],"['Eat less salt', 'Eat less sugar']",High,Healthy,Male,Kickin' London Broil with Bleu Cheese Butter,14370,103
14371,b35_45,US,BA,['No dietary restrictions'],['No goals'],Medium,Healthy,Male,Spinach Tomato Tortellini,14371,165
