person,age,country,education,diet_restriction,diet_goal,cooking_exp,eating_habits,gender,recipe_name,healthiness,Nutri_score,fsa_score,recommend_recipe,become_favorite,enjoy_eating,many_to_choose,easy_choice,choice_overwhelming,condition,num_nutri,str_condition
4,b35_45,US,BA,No dietary restrictions,No goals,Low,Unhealthy,Male,Ray's Chicken,healthy,D,8,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,1,4,No label
5,b25_35,US,High_school,No dietary restrictions,"Eat less salt,Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables",Medium,Neither_healthy_no_unhealthy,Male,Sarge's EZ Pulled Pork BBQ,healthy,A,7,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,1,1,No label
6,b35_45,US,BA,No dietary restrictions,Lose weight,Low,Neither_healthy_no_unhealthy,Male,Bow Ties with Sausage' Tomatoes and Cream,unhealthy,C,10,Neutral,Strongly_Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,1,3,No label
7,b25_35,US,High_school,No dietary restrictions,No goals,High,Neither_healthy_no_unhealthy,Male,Scott Hibb's Amazing Whisky Grilled Baby Back Ribs,unhealthy,B,12,Agree,Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,1,2,No label
9,b25_35,US,BA,No dietary restrictions,Eat more fruit,High,Healthy,Female,Pizza Without the Red Sauce,healthy,C,7,Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,1,3,No label
10,b35_45,US,BA,No dietary restrictions,"Eat less salt,Eat less sugar,Eat more vegetables",High,Healthy,Male,Cajun Chicken Pasta,unhealthy,C,10,Agree,Agree,Agree,Disagree,Agree,Strongly_Disagree,1,3,No label
11,b45_55,US,BA,No dietary restrictions,Lose weight,Medium,Healthy,Female,California Grilled Veggie Sandwich,healthy,B,8,Agree,Agree,Strongly_Agree,Disagree,Agree,Disagree,1,2,No label
13,b18_24,US,BA,Vegetarian,"Eat more fruit,Eat more protein,Eat more vegetables",High,Healthy,Female,Coconut Shrimp I,healthy,A,7,Agree,Strongly_Agree,Agree,Strongly_Agree,Agree,Strongly_Agree,1,1,No label
14,bover_55,US,BA,No dietary restrictions,"Eat less salt,Eat more fruit,Eat more vegetables,Lose weight",High,Neither_healthy_no_unhealthy,Male,Chipotle Shrimp Tacos,healthy,A,7,Strongly_Agree,Agree,Agree,Disagree,Strongly_Agree,Disagree,1,1,No label
16,bover_55,US,BA,No dietary restrictions,Eat more vegetables,Medium,Neither_healthy_no_unhealthy,Female,Margarita Grilled Shrimp,healthy,A,6,Neutral,Agree,Agree,Agree,Disagree,Neutral,1,1,No label
19,b25_35,US,High_school,"Halal, Lactose intolerance, Vegetarian","Eat less salt,Eat more fruit,Eat more vegetables",High,Healthy,Male,Bacon Jack Chicken Sandwich,unhealthy,B,10,Agree,Agree,Strongly_Agree,Neutral,Agree,Agree,1,2,No label
22,b45_55,US,BA,Diabetes,Lose weight,Medium,Healthy,Male,Simple Carnitas,healthy,D,8,Agree,Strongly_Agree,Agree,Agree,Agree,Strongly_Agree,1,4,No label
23,bover_55,US,MSc,No dietary restrictions,Lose weight,Medium,Neither_healthy_no_unhealthy,Male,G's Flank Steak Marinade,healthy,D,8,Agree,Agree,Strongly_Agree,Neutral,Agree,Disagree,1,4,No label
24,b25_35,US,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Foolproof Rib Roast,unhealthy,B,10,Neutral,Disagree,Neutral,Strongly_Disagree,Agree,Disagree,1,2,No label
25,b45_55,US,High_school,"Diabetes, Lactose intolerance",Eat less sugar,High,Healthy,Female,Chicken Asparagus Roll-Ups,unhealthy,C,10,Disagree,Strongly_Agree,Strongly_Agree,Agree,Disagree,Strongly_Agree,1,3,No label
26,b18_24,US,MSc,Vegetarian,Eat less sugar,Very_Low,Very_Healthy,Female,Spinach and Feta Turkey Burgers,healthy,A,7,Strongly_Agree,Strongly_Agree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Disagree,1,1,No label
53,b45_55,US,MSc,"Lactose intolerance, Pescatarian, Vegetarian","Eat more fruit,Eat more protein,Eat more vegetables",High,Healthy,Male,Goat Cheese and Spinach Turkey Burgers,healthy,A,6,Agree,Neutral,Agree,Agree,Neutral,Agree,1,1,No label
55,b25_35,US,BA,No dietary restrictions,No goals,Very High,Very_Healthy,Male,Marinated Grilled Shrimp,healthy,A,6,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,Agree,Strongly_Agree,1,1,No label
56,b45_55,US,MSc,No dietary restrictions,"Eat more fruit,Eat more protein,Eat more vegetables",Medium,Neither_healthy_no_unhealthy,Female,Italian Subs - Restaurant Style,unhealthy,D,10,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,1,4,No label
57,b45_55,US,MSc,"Gluten free, Halal, Pescatarian","Eat more fruit,Eat more vegetables",High,Healthy,Female,Simple Carnitas,healthy,D,8,Agree,Neutral,Agree,Agree,Strongly_Agree,Agree,1,4,No label
58,b45_55,US,BA,No dietary restrictions,"Eat less salt,Eat more fruit,Eat more vegetables,Lose weight",Medium,Very_Healthy,Male,Hearty Vegetable Lasagna,unhealthy,B,9,Agree,Agree,Strongly_Agree,Agree,Disagree,Agree,1,2,No label
59,b45_55,AX,MSc,"Diabetes, Gluten free, Halal, Kosher, Pescatarian, Vegetarian","Eat less salt,Eat less sugar,Eat more protein,Gain weight",Low,Unhealthy,Female,Farmer's Market Vegetarian Quesadillas,healthy,A,7,Agree,Agree,Agree,Agree,Strongly_Agree,Agree,1,1,No label
60,b45_55,US,MSc,No dietary restrictions,Lose weight,Medium,Healthy,Female,Marinated Grilled Shrimp,healthy,A,6,Agree,Agree,Agree,Disagree,Agree,Disagree,1,1,No label
61,b45_55,US,BA,No dietary restrictions,No goals,High,Healthy,Male,Dee's Roast Pork for Tacos,healthy,B,7,Strongly_Agree,Agree,Strongly_Agree,Agree,Neutral,Agree,1,2,No label
62,b45_55,US,BA,Vegetarian,"Eat less salt,Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables,Lose weight",Very High,Healthy,Male,Souvlaki,healthy,A,6,Agree,Strongly_Agree,Agree,Agree,Neutral,Strongly_Agree,1,1,No label
63,b35_45,US,BA,No dietary restrictions,"Eat less sugar,Eat more vegetables",High,Healthy,Female,Jalapeno Chicken II,unhealthy,C,10,Agree,Agree,Agree,Disagree,Agree,Strongly_Disagree,1,3,No label
65,b35_45,US,BA,"Gluten free, Vegetarian","Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables",High,Very_Healthy,Male,Farmer's Market Vegetarian Quesadillas,healthy,A,7,Strongly_Agree,Agree,Strongly_Agree,Disagree,Strongly_Agree,Strongly_Agree,1,1,No label
66,b45_55,US,BA,Vegetarian,Eat less sugar,High,Healthy,Female,Garden Veggie Pizza Squares,healthy,D,8,Agree,Neutral,Agree,Neutral,Strongly_Agree,Agree,1,4,No label
67,b45_55,US,MSc,"No dietary restrictions, Gluten free, Kosher","Eat less sugar,Eat more protein",Medium,Healthy,Female,Kickin' London Broil with Bleu Cheese Butter,healthy,B,8,Neutral,Agree,Neutral,Agree,Agree,Strongly_Agree,1,2,No label
69,b45_55,US,MSc,"Lactose intolerance, Pescatarian, Vegetarian","Eat more fruit,Eat more protein,Eat more vegetables",High,Very_Healthy,Female,Cajun Chicken Pasta,unhealthy,C,10,Agree,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,1,3,No label
72,b45_55,US,BA,"Gluten free, Halal, Kosher, Vegetarian","Eat less sugar,Eat more fruit,Eat more protein",High,Healthy,Female,Italian Subs - Restaurant Style,unhealthy,D,10,Agree,Strongly_Agree,Neutral,Agree,Strongly_Agree,Strongly_Agree,1,4,No label
73,b25_35,US,BA,Vegetarian,"Eat more fruit,Eat more protein,Eat more vegetables",High,Very_Healthy,Male,Grilled Sausage with Potatoes and Green Beans,unhealthy,D,10,Agree,Agree,Agree,Neutral,Agree,Neutral,1,4,No label
75,b45_55,US,MSc,Lactose intolerance,Eat more fruit,Medium,Neither_healthy_no_unhealthy,Female,Baked Teriyaki Chicken,healthy,C,8,Agree,Neutral,Agree,Neutral,Agree,Neutral,1,3,No label
76,b45_55,US,MSc,"Pescatarian, Vegetarian","Eat more fruit,Eat more protein,Eat more vegetables",High,Very_Healthy,Male,Juicy Lucy Burgers,unhealthy,D,10,Agree,Strongly_Agree,Agree,Agree,Agree,Strongly_Agree,1,4,No label
77,b45_55,US,MSc,Diabetes,"Eat less salt,Eat less sugar",Medium,Healthy,Male,Charley's Slow Cooker Mexican Style Meat,healthy,B,8,Agree,Agree,Strongly_Agree,Neutral,Neutral,Disagree,1,2,No label
78,b45_55,US,MSc,Diabetes,"Eat less salt,Eat less sugar",Medium,Healthy,Female,Spinach Cheese Manicotti,unhealthy,B,9,Agree,Agree,Agree,Agree,Agree,Agree,1,2,No label
79,b35_45,US,BA,Vegetarian,Lose weight,High,Very_Healthy,Female,Simple Carnitas,healthy,D,8,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,1,4,No label
80,b45_55,US,BA,Diabetes,No goals,Medium,Neither_healthy_no_unhealthy,Male,Roast Sticky Chicken-Rotisserie Style,unhealthy,B,10,Agree,Strongly_Agree,Neutral,Agree,Neutral,Agree,1,2,No label
81,b35_45,US,BA,Vegetarian,Eat more fruit,High,Healthy,Male,Kathy's Roast and Vegetables,healthy,A,7,Neutral,Agree,Agree,Neutral,Agree,Agree,1,1,No label
82,b25_35,US,BA,"Gluten free, Vegetarian",Gain weight,High,Healthy,Female,Spinach and Feta Turkey Burgers,healthy,A,7,Neutral,Agree,Agree,Agree,Strongly_Agree,Agree,1,1,No label
83,b45_55,US,MSc,"Lactose intolerance, Vegetarian","Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables",Medium,Neither_healthy_no_unhealthy,Female,Tomato Bacon Grilled Cheese,unhealthy,E,10,Neutral,Agree,Neutral,Agree,Agree,Strongly_Agree,1,5,No label
84,b25_35,US,BA,Diabetes,No goals,High,Neither_healthy_no_unhealthy,Female,Easy Herb Roasted Turkey,healthy,A,8,Agree,Strongly_Agree,Agree,Agree,Neutral,Agree,1,1,No label
85,b25_35,US,MSc,Vegetarian,Eat more fruit,Very High,Very_Healthy,Male,Pizza On The Grill I,healthy,C,7,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Agree,1,3,No label
86,b45_55,US,MSc,"Pescatarian, Vegetarian","Eat more fruit,Eat more protein,Eat more vegetables",High,Very_Healthy,Female,Spinach and Feta Turkey Burgers,healthy,A,7,Agree,Agree,Strongly_Agree,Neutral,Agree,Agree,1,1,No label
87,b35_45,US,High_school,No dietary restrictions,"Eat more protein,Eat more vegetables",Medium,Unhealthy,Male,Kickin' London Broil with Bleu Cheese Butter,healthy,B,8,Agree,Neutral,Agree,Disagree,Neutral,Disagree,1,2,No label
89,b45_55,US,BA,"Halal, Kosher, Lactose intolerance, Pescatarian","Eat more fruit,Eat more protein",High,Very_Healthy,Female,Italian Subs - Restaurant Style,unhealthy,D,10,Neutral,Agree,Strongly_Agree,Strongly_Agree,Neutral,Agree,1,4,No label
90,b45_55,US,MSc,"Lactose intolerance, Pescatarian, Vegetarian","Eat more fruit,Eat more protein,Eat more vegetables",High,Healthy,Male,Grilled Tilapia with Mango Salsa,healthy,A,8,Agree,Neutral,Agree,Agree,Neutral,Agree,1,1,No label
91,b35_45,US,BA,No dietary restrictions,"Eat more fruit,Eat more protein,Eat more vegetables",Medium,Healthy,Male,Chicken Marsala Florentine,unhealthy,C,9,Agree,Agree,Agree,Agree,Neutral,Agree,1,3,No label
92,b25_35,US,BA,No dietary restrictions,No goals,Low,Neither_healthy_no_unhealthy,Male,Foolproof Rib Roast,unhealthy,B,10,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,1,2,No label
93,b35_45,US,MSc,"Lactose intolerance, Pescatarian","Eat less salt,Eat more fruit,Eat more vegetables",High,Healthy,Female,Simple Carnitas,healthy,D,8,Agree,Disagree,Neutral,Agree,Agree,Strongly_Agree,1,4,No label
94,b35_45,US,BA,Diabetes,Eat less sugar,Medium,Healthy,Male,Crispy Fried Chicken,healthy,A,6,Strongly_Agree,Neutral,Agree,Agree,Strongly_Agree,Strongly_Agree,1,1,No label
96,b25_35,US,BA,"Diabetes, Lactose intolerance, Pescatarian","Eat less salt,Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables",High,Healthy,Female,Bacon Jack Chicken Sandwich,unhealthy,B,10,Agree,Agree,Strongly_Agree,Strongly_Agree,Agree,Strongly_Agree,1,2,No label
99,b45_55,US,MSc,Diabetes,"Eat less salt,Eat less sugar",High,Healthy,Male,Kickin' London Broil with Bleu Cheese Butter,healthy,B,8,Agree,Strongly_Agree,Agree,Agree,Neutral,Disagree,1,2,No label
100,b35_45,US,BA,No dietary restrictions,No goals,Medium,Healthy,Male,Spinach Tomato Tortellini,unhealthy,C,9,Strongly_Agree,Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,1,3,No label
105,b25_35,US,BA,No dietary restrictions,No goals,Medium,Healthy,Male,Beer Butt Chicken,unhealthy,D,10,Strongly_Agree,Strongly_Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,1,4,No label
109,b45_55,US,MSc,Diabetes,"Eat less salt,Eat less sugar",High,Healthy,Male,G's Flank Steak Marinade,healthy,D,8,Strongly_Agree,Agree,Agree,Agree,Neutral,Disagree,1,4,No label
114,b35_45,US,BA,No dietary restrictions,"Eat more fruit,Eat more protein,Eat more vegetables",High,Very_Healthy,Male,Queenie's Killer Tomato Bagel Sandwich,healthy,B,8,Strongly_Disagree,Strongly_Disagree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Neutral,1,2,No label
115,b45_55,US,MSc,Kosher,Eat more protein,Medium,Healthy,Female,Teena's Spicy Pesto Chicken and Pasta,healthy,A,7,Agree,Neutral,Agree,Agree,Neutral,Agree,1,1,No label
118,b25_35,US,BA,Vegetarian,"Eat less salt,Eat less sugar,Eat more protein,Eat more vegetables",Medium,Healthy,Male,Three Cheese Manicotti II,unhealthy,C,11,Agree,Agree,Agree,Strongly_Agree,Agree,Strongly_Agree,1,3,No label
119,b45_55,US,MSc,"Lactose intolerance, Pescatarian, Vegetarian","Eat more fruit,Eat more protein,Eat more vegetables",High,Healthy,Female,Pizza On The Grill I,healthy,C,7,Agree,Neutral,Agree,Neutral,Agree,Neutral,1,3,No label
120,b45_55,US,MSc,No dietary restrictions,"Eat more fruit,Eat more protein,Eat more vegetables,Gain weight",Medium,Healthy,Female,Bacon Jack Chicken Sandwich,unhealthy,B,10,Neutral,Agree,Neutral,Neutral,Agree,Neutral,1,2,No label
121,b35_45,US,BA,Diabetes,"Eat less salt,Eat less sugar",Medium,Healthy,Male,Spinach and Feta Turkey Burgers,healthy,A,7,Agree,Agree,Strongly_Agree,Disagree,Strongly_Agree,Neutral,1,1,No label
122,b25_35,US,BA,"Kosher, Lactose intolerance, Vegetarian","Eat less sugar,Eat more fruit,Eat more vegetables",Medium,Neither_healthy_no_unhealthy,Male,Mama's Best Broiled Tomato Sandwich,unhealthy,A,9,Agree,Neutral,Agree,Disagree,Agree,Neutral,1,1,No label
123,b25_35,US,High_school,No dietary restrictions,No goals,Low,Neither_healthy_no_unhealthy,Male,Garlic Prime Rib,unhealthy,C,9,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,1,3,No label
124,b25_35,US,BA,Diabetes,Eat more protein,Medium,Very_Healthy,Male,Linguine Pasta with Shrimp and Tomatoes,healthy,A,5,Agree,Strongly_Agree,Agree,Neutral,Disagree,Neutral,1,1,No label
125,b25_35,US,BA,Pescatarian,Eat more fruit,High,Very_Healthy,Female,California Grilled Veggie Sandwich,healthy,B,8,Agree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Agree,Agree,1,2,No label
126,b35_45,US,BA,No dietary restrictions,"Eat less salt,Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables",High,Neither_healthy_no_unhealthy,Male,Shoyu Chicken,healthy,C,8,Neutral,Agree,Agree,Disagree,Neutral,Disagree,1,3,No label
127,b45_55,US,MSc,No dietary restrictions,"Eat less sugar,Eat more fruit,Eat more protein",Medium,Neither_healthy_no_unhealthy,Female,Spinach and Feta Turkey Burgers,healthy,A,7,Neutral,Agree,Neutral,Neutral,Agree,Neutral,1,1,No label
128,b25_35,US,BA,"Diabetes, Kosher, Lactose intolerance, Pescatarian","Eat less salt,Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables",Very High,Healthy,Female,Grilled Marinated Shrimp,unhealthy,C,9,Strongly_Agree,Strongly_Agree,Agree,Strongly_Agree,Agree,Agree,1,3,No label
129,b25_35,US,BA,Vegetarian,"Eat less sugar,Eat more fruit,Eat more vegetables",High,Very_Healthy,Male,California Grilled Veggie Sandwich,healthy,B,8,Agree,Agree,Agree,Strongly_Disagree,Agree,Disagree,1,2,No label
130,b25_35,US,BA,"Kosher, Lactose intolerance","Eat less sugar,Eat more fruit",High,Healthy,Male,G's Flank Steak Marinade,healthy,D,8,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,Agree,1,4,No label
131,b45_55,US,MSc,No dietary restrictions,"Eat more fruit,Eat more protein,Eat more vegetables,Gain weight",Medium,Neither_healthy_no_unhealthy,Female,Charley's Slow Cooker Mexican Style Meat,healthy,B,8,Neutral,Agree,Neutral,Neutral,Agree,Neutral,1,2,No label
132,b25_35,US,BA,"Diabetes, Gluten free","Eat less sugar,Eat more fruit",High,Healthy,Male,Grilled Sausage with Potatoes and Green Beans,unhealthy,D,10,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,1,4,No label
133,b25_35,US,BA,No dietary restrictions,No goals,High,Healthy,Male,Sloppy Joes II,healthy,B,8,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,Agree,1,2,No label
134,b25_35,US,BA,Vegetarian,Eat more vegetables,Medium,Very_Healthy,Female,Sausage' Peppers' Onions' and Potato Bake,unhealthy,A,10,Neutral,Agree,Neutral,Agree,Neutral,Strongly_Agree,1,1,No label
135,b25_35,US,BA,"Halal, Kosher, Lactose intolerance","Eat more protein,Eat more vegetables",Medium,Healthy,Male,Champagne Shrimp and Pasta,healthy,B,8,Strongly_Agree,Agree,Strongly_Agree,Neutral,Disagree,Agree,1,2,No label
136,b45_55,US,MSc,Vegetarian,No goals,High,Healthy,Male,Italian Subs - Restaurant Style,unhealthy,D,10,Agree,Strongly_Agree,Strongly_Agree,Neutral,Agree,Neutral,1,4,No label
137,b25_35,US,MSc,Vegetarian,Eat more fruit,High,Very_Healthy,Male,Queenie's Killer Tomato Bagel Sandwich,healthy,B,8,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,Agree,1,2,No label
138,b45_55,US,MSc,No dietary restrictions,"Eat more fruit,Eat more protein,Eat more vegetables,Gain weight",Medium,Neither_healthy_no_unhealthy,Female,Chicken Asparagus Roll-Ups,unhealthy,C,10,Neutral,Agree,Neutral,Neutral,Agree,Neutral,1,3,No label
139,b25_35,US,BA,No dietary restrictions,Eat more protein,High,Very_Healthy,Male,Kickin' London Broil with Bleu Cheese Butter,healthy,B,8,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,1,2,No label
140,b35_45,US,BA,No dietary restrictions,No goals,Low,Neither_healthy_no_unhealthy,Male,Bacon Jack Chicken Sandwich,unhealthy,B,10,Neutral,Agree,Agree,Disagree,Agree,Disagree,1,2,No label
